,Unnamed: 0,Cou,MajorUsCarrier,Weekday,CruisingSpd,AltCat,Intl
80621,80621,False,True,0,False,1,False
80626,80626,False,True,0,False,0,True
80640,80640,False,True,0,True,1,True
80669,80669,True,False,0,False,0,True
80671,80671,True,False,0,False,1,True
80674,80674,False,True,0,True,1,False
80680,80680,False,True,0,False,0,False
80726,80726,False,True,0,True,1,False
80777,80777,True,False,0,False,0,True
80809,80809,True,False,0,False,0,True
80835,80835,True,False,0,False,0,True
80895,80895,False,True,0,False,0,False
80917,80917,False,True,0,False,0,True
81364,81364,True,False,0,True,1,True
81553,81553,False,True,0,False,1,False
82219,82219,False,True,0,True,2,False
82434,82434,False,True,0,False,0,False
82614,82614,False,False,0,False,0,False
83618,83618,False,True,0,False,0,True
83679,83679,True,False,0,False,1,True
83706,83706,True,False,0,False,0,True
83758,83758,False,True,0,False,0,True
83811,83811,False,True,0,True,1,False
83835,83835,False,True,0,True,1,True
83840,83840,False,True,0,False,1,False
83869,83869,False,True,0,True,1,False
83875,83875,False,True,0,True,2,False
84087,84087,True,False,0,False,1,True
84114,84114,True,False,0,False,0,True
84127,84127,True,False,0,False,0,True
84141,84141,False,True,0,False,0,False
84176,84176,True,False,0,False,0,True
84177,84177,True,False,0,False,0,True
84374,84374,True,False,0,False,0,True
84467,84467,True,False,0,False,1,True
84541,84541,True,False,0,False,0,True
84626,84626,False,True,0,True,1,False
84649,84649,True,False,0,False,0,True
84669,84669,True,False,0,False,0,True
84701,84701,False,True,0,True,1,False
84749,84749,False,True,0,True,1,True
84811,84811,False,True,0,False,0,True
84900,84900,False,True,0,True,2,False
85007,85007,False,True,0,True,1,False
85075,85075,False,True,0,False,0,False
85174,85174,False,True,0,False,1,False
85229,85229,True,False,0,False,1,True
85323,85323,False,True,0,False,0,False
85350,85350,True,False,0,False,0,True
85501,85501,False,True,0,False,0,False
85507,85507,False,True,0,False,1,False
85616,85616,True,False,0,False,0,True
85642,85642,False,True,0,False,0,True
85698,85698,True,False,0,False,1,True
85741,85741,True,False,0,False,0,True
85874,85874,False,True,0,True,1,True
85906,85906,False,True,0,True,1,False
86019,86019,False,True,0,True,2,False
86055,86055,False,True,0,False,0,True
86060,86060,True,False,0,False,0,True
86064,86064,False,True,0,True,1,False
86068,86068,False,True,0,False,1,False
86154,86154,False,True,0,False,0,False
86157,86157,False,True,0,False,0,False
86178,86178,False,True,0,False,0,False
86182,86182,True,False,0,False,0,True
86203,86203,True,False,0,False,1,True
86204,86204,True,False,0,False,0,True
86211,86211,True,False,0,False,0,True
86218,86218,True,False,0,False,0,True
86228,86228,True,False,0,False,0,True
86367,86367,False,True,0,False,0,True
86436,86436,True,False,0,False,1,True
86628,86628,False,True,0,True,1,True
86637,86637,False,True,0,False,0,False
86639,86639,True,False,0,False,1,True
86643,86643,False,True,0,True,1,False
86718,86718,True,False,0,False,0,True
86756,86756,True,False,0,False,0,True
86771,86771,False,True,0,False,0,False
86783,86783,False,True,0,True,2,False
86819,86819,True,False,0,False,0,True
86907,86907,False,True,0,False,1,False
86964,86964,False,True,0,False,0,False
87132,87132,False,True,0,False,1,False
87204,87204,False,True,0,True,1,False
87776,87776,True,False,0,False,1,True
87802,87802,True,False,0,False,0,True
87812,87812,False,True,0,False,0,True
87852,87852,False,True,0,False,1,False
87884,87884,True,False,0,False,1,True
87894,87894,True,False,0,False,0,True
87929,87929,True,False,0,False,0,True
87970,87970,False,True,0,True,2,False
87974,87974,True,False,0,False,0,True
88036,88036,False,True,0,True,1,False
88040,88040,False,True,0,False,0,True
88079,88079,True,False,0,False,0,True
88083,88083,False,True,0,True,1,False
88206,88206,True,False,0,False,0,True
88228,88228,True,False,0,False,0,True
88286,88286,False,True,0,False,0,False
89044,89044,False,True,0,True,2,True
89084,89084,False,True,0,False,1,False
89101,89101,False,True,0,False,1,False
89130,89130,True,False,0,False,0,True
89648,89648,False,True,0,True,2,False
89979,89979,False,False,0,False,0,False
90019,90019,True,False,0,False,1,True
90883,90883,False,True,0,False,0,False
90894,90894,True,False,0,False,0,True
90972,90972,True,False,0,False,1,True
91033,91033,False,True,0,False,0,True
91082,91082,True,False,0,True,1,True
91103,91103,True,False,0,False,1,True
91148,91148,False,True,0,False,0,True
91219,91219,False,True,0,False,1,False
91244,91244,False,True,0,True,1,False
91399,91399,True,False,0,False,1,True
91443,91443,True,False,0,False,0,True
91468,91468,True,False,0,False,0,True
91479,91479,True,False,0,False,0,True
91516,91516,False,True,0,True,2,False
91518,91518,True,False,0,False,0,True
91653,91653,True,False,0,False,0,True
91721,91721,False,True,0,False,0,True
91758,91758,True,False,0,False,0,True
91812,91812,True,False,0,False,0,True
91847,91847,True,False,0,False,1,True
91923,91923,True,False,0,True,1,True
91992,91992,True,False,0,False,1,True
92069,92069,False,True,0,True,1,False
92091,92091,True,False,0,False,0,True
92111,92111,True,False,0,False,0,True
92247,92247,False,True,0,False,0,True
92371,92371,False,True,0,True,2,False
92426,92426,False,True,0,True,1,False
92484,92484,False,True,0,False,0,False
92551,92551,True,False,0,False,0,True
92561,92561,True,False,0,False,1,True
92568,92568,False,True,0,False,0,False
92617,92617,True,False,0,False,0,True
92700,92700,False,True,0,False,0,False
92864,92864,False,True,0,False,1,False
92978,92978,True,False,0,False,0,True
93086,93086,True,False,0,False,1,True
93109,93109,False,True,0,False,0,True
93157,93157,True,False,0,True,1,True
93193,93193,True,False,0,False,1,True
93255,93255,True,False,0,False,0,True
93462,93462,False,True,0,False,0,True
93466,93466,True,False,0,False,0,True
93470,93470,False,True,0,True,1,False
93474,93474,False,True,0,False,1,False
93508,93508,False,True,0,True,2,False
93548,93548,False,True,0,False,0,False
93563,93563,True,False,0,False,1,True
93564,93564,True,False,0,False,0,True
93584,93584,True,False,0,False,0,True
93585,93585,True,False,0,False,0,True
93591,93591,True,False,0,False,0,True
93596,93596,True,False,0,False,0,True
93604,93604,True,False,0,False,0,True
93696,93696,True,False,0,False,0,True
93747,93747,True,False,0,False,0,True
93809,93809,True,False,0,False,1,True
93821,93821,False,True,0,False,0,True
93879,93879,True,False,0,True,1,True
94009,94009,True,False,0,False,1,True
94059,94059,True,False,0,False,0,True
94063,94063,False,True,0,True,1,False
94126,94126,True,False,0,False,0,True
94159,94159,True,False,0,False,0,True
94170,94170,False,True,0,False,0,False
94209,94209,True,False,0,False,2,True
94280,94280,False,True,0,False,1,False
94330,94330,False,True,0,False,0,False
94575,94575,False,True,0,False,1,False
94639,94639,False,True,0,True,1,False
94961,94961,False,True,0,True,2,False
95083,95083,True,False,0,False,0,True
95121,95121,True,False,0,False,0,True
95155,95155,True,False,0,False,1,True
95235,95235,False,True,0,True,2,False
95249,95249,True,False,0,False,0,True
95270,95270,True,False,0,False,1,True
95276,95276,False,True,0,False,0,True
95310,95310,False,True,0,False,1,False
95341,95341,True,False,0,True,1,True
95350,95350,True,False,0,False,0,True
95376,95376,False,True,0,False,0,False
95382,95382,True,False,0,False,1,True
95419,95419,True,False,0,False,0,True
95483,95483,False,True,0,False,0,True
95518,95518,True,False,0,False,0,True
95521,95521,False,True,0,True,1,False
95629,95629,True,False,0,False,0,True
95651,95651,True,False,0,False,0,True
96233,96233,False,True,0,True,1,False
96268,96268,False,True,0,True,1,True
96540,96540,False,True,0,True,2,True
96575,96575,False,True,0,False,1,False
96587,96587,False,True,0,False,0,False
96608,96608,True,False,0,False,0,True
97327,97327,False,False,0,False,0,False
98224,98224,True,False,0,False,0,True
98328,98328,False,True,0,False,0,False
98335,98335,True,False,0,False,0,True
98390,98390,True,False,0,True,1,True
98440,98440,False,True,0,False,1,True
98483,98483,True,False,0,True,1,True
98536,98536,False,True,0,False,0,True
98599,98599,False,True,0,False,0,False
98620,98620,False,True,0,False,1,False
98758,98758,True,False,0,False,0,True
98797,98797,True,False,0,False,0,True
98821,98821,True,False,0,False,0,True
98832,98832,True,False,0,False,0,True
98867,98867,False,True,0,True,2,False
98869,98869,True,False,0,False,0,True
99015,99015,True,False,0,False,0,True
99040,99040,False,True,0,False,0,True
99097,99097,True,False,0,False,0,True
99144,99144,True,False,0,False,0,True
99191,99191,False,True,0,False,0,True
99220,99220,True,False,0,False,0,True
99267,99267,True,False,0,False,0,True
99299,99299,True,False,0,True,1,True
99363,99363,True,False,0,True,1,True
99495,99495,False,True,0,True,1,False
99510,99510,True,False,0,False,0,True
99529,99529,True,False,0,False,0,True
99652,99652,False,True,0,False,1,True
99764,99764,False,True,0,True,2,False
99812,99812,False,True,0,False,1,False
99861,99861,False,True,0,False,0,False
99923,99923,True,False,0,False,0,True
99932,99932,True,False,0,False,0,True
99939,99939,False,True,0,False,0,False
99980,99980,True,False,0,False,0,True
100090,100090,True,False,0,False,0,True
100206,100206,False,True,0,False,0,False
100314,100314,True,False,0,False,0,True
100345,100345,False,True,0,False,0,True
100399,100399,True,False,0,False,0,True
100437,100437,True,False,0,False,0,True
100525,100525,True,False,0,True,1,True
100542,100542,False,True,0,False,1,True
100581,100581,True,False,0,True,1,True
100660,100660,True,False,0,False,0,True
100815,100815,True,False,0,False,0,True
100835,100835,False,True,0,False,0,True
100839,100839,True,False,0,False,0,True
100842,100842,False,True,0,False,1,False
100845,100845,False,True,0,False,0,False
100872,100872,False,True,0,True,2,False
100903,100903,False,True,0,False,0,False
100917,100917,True,False,0,False,0,True
100918,100918,True,False,0,False,0,True
100934,100934,True,False,0,False,0,True
100935,100935,True,False,0,False,0,True
100941,100941,True,False,0,False,0,True
100945,100945,True,False,0,False,0,True
100952,100952,True,False,0,False,0,True
101018,101018,True,False,0,False,0,True
101056,101056,False,True,0,False,0,True
101076,101076,True,False,0,True,1,True
101083,101083,True,False,0,False,0,True
101126,101126,False,True,0,False,0,True
101136,101136,True,False,0,False,0,True
101138,101138,True,False,0,False,0,True
101154,101154,True,False,0,False,0,True
101172,101172,True,False,0,False,0,True
101224,101224,True,False,0,True,1,True
101285,101285,True,False,0,True,1,True
101327,101327,False,True,0,False,1,False
101403,101403,True,False,0,False,0,True
101450,101450,True,False,0,False,0,True
101453,101453,False,True,0,False,1,False
101505,101505,True,False,0,False,0,True
101531,101531,True,False,0,False,0,True
101573,101573,True,False,0,False,0,True
101596,101596,False,True,0,True,2,False
101634,101634,False,True,0,False,0,False
101669,101669,False,True,0,False,0,False
101968,101968,False,True,0,False,0,False
102288,102288,False,True,0,True,2,False
102472,102472,False,True,0,False,0,True
102515,102515,True,False,0,False,0,True
102537,102537,True,False,0,False,0,True
102563,102563,True,False,0,False,0,True
102628,102628,False,True,0,True,2,False
102642,102642,True,False,0,False,0,True
102659,102659,True,False,0,False,1,True
102665,102665,False,True,0,False,1,True
102696,102696,False,True,0,False,0,False
102723,102723,True,False,0,True,1,True
102732,102732,True,False,0,False,0,True
102793,102793,True,False,0,False,0,True
102847,102847,False,True,0,False,0,True
102878,102878,True,False,0,False,0,True
102980,102980,True,False,0,False,0,True
103000,103000,True,False,0,False,0,True
103496,103496,False,True,0,True,2,False
103583,103583,True,False,0,True,1,True
103745,103745,False,True,0,False,1,False
104009,104009,False,True,0,False,1,False
104020,104020,False,True,0,False,0,False
104037,104037,True,False,0,False,0,True
104645,104645,False,False,0,False,0,False
105595,105595,True,False,0,False,0,True
105599,105599,True,False,0,False,0,True
105620,105620,False,True,0,False,0,True
105640,105640,True,False,0,True,1,True
105671,105671,False,True,0,False,0,False
105675,105675,True,False,0,False,1,True
105706,105706,True,False,0,True,2,True
105852,105852,False,True,0,False,0,True
105910,105910,False,True,0,False,0,False
106055,106055,True,False,0,False,0,True
106090,106090,True,False,0,False,0,True
106119,106119,True,False,0,False,0,True
106149,106149,False,True,0,True,2,False
106364,106364,True,False,0,False,0,True
106414,106414,True,False,0,False,0,True
106432,106432,False,True,0,False,0,True
106477,106477,True,False,0,True,1,True
106490,106490,True,False,0,False,0,True
106516,106516,True,False,0,False,1,True
106554,106554,False,True,0,False,0,True
106624,106624,True,False,0,False,0,True
106827,106827,False,True,0,True,1,False
106856,106856,True,False,0,False,0,True
107055,107055,False,True,0,True,2,False
107094,107094,True,False,0,True,2,True
107141,107141,False,True,0,False,0,False
107197,107197,True,False,0,False,0,True
107206,107206,True,False,0,False,0,True
107213,107213,False,True,0,False,0,False
107248,107248,True,False,0,False,0,True
107287,107287,True,False,0,False,0,True
107342,107342,True,False,0,False,0,True
107441,107441,False,True,0,False,0,False
107652,107652,True,False,0,False,0,True
107675,107675,False,True,0,False,0,True
107718,107718,True,False,0,True,1,True
107732,107732,True,False,0,False,0,True
107748,107748,True,False,0,False,1,True
107940,107940,True,False,0,False,0,True
107979,107979,True,False,0,True,2,True
108071,108071,True,False,0,False,0,True
108090,108090,False,True,0,False,0,True
108094,108094,True,False,0,False,0,True
108097,108097,False,True,0,False,0,False
108118,108118,False,True,0,True,2,False
108145,108145,False,True,0,False,0,False
108158,108158,True,False,0,False,0,True
108172,108172,True,False,0,False,0,True
108173,108173,True,False,0,False,0,True
108176,108176,True,False,0,False,0,True
108180,108180,True,False,0,False,0,True
108186,108186,True,False,0,False,0,True
108350,108350,True,False,0,False,0,True
108352,108352,True,False,0,False,0,True
108368,108368,True,False,0,False,0,True
108396,108396,False,True,0,False,0,True
108417,108417,True,False,0,True,1,True
108453,108453,False,True,0,False,0,True
108463,108463,True,False,0,False,0,True
108464,108464,True,False,0,False,1,True
108479,108479,True,False,0,False,0,True
108634,108634,False,True,0,False,1,False
108705,108705,True,False,0,False,0,True
108740,108740,True,False,0,False,0,True
108784,108784,True,False,0,False,0,True
108837,108837,True,False,0,False,0,True
108857,108857,False,True,0,True,2,False
108893,108893,False,True,0,False,0,False
108922,108922,False,True,0,False,0,False
109104,109104,True,False,0,False,0,True
109551,109551,True,False,0,True,2,True
109571,109571,False,True,0,True,2,False
109683,109683,True,False,0,False,0,True
109758,109758,True,False,0,False,0,True
109812,109812,True,False,0,False,0,True
109850,109850,False,True,0,False,0,True
109890,109890,True,False,0,True,1,True
109910,109910,True,False,0,False,1,True
109931,109931,True,False,0,False,0,True
109937,109937,True,False,0,True,2,True
109993,109993,False,True,0,True,2,False
110006,110006,True,False,0,False,0,True
110053,110053,False,True,0,False,0,False
110087,110087,True,False,0,False,0,True
110143,110143,True,False,0,False,0,True
110192,110192,False,True,0,False,0,True
110219,110219,True,False,0,False,0,True
110307,110307,True,False,0,False,1,True
110708,110708,False,True,0,False,0,False
110776,110776,True,False,0,False,0,True
110982,110982,False,True,0,True,2,False
111391,111391,False,True,0,False,1,False
111415,111415,True,False,0,False,0,True
111596,111596,False,True,0,False,2,False
